source;target;length;num_lines;type_seg;direction;right_node;left_node
542;499;0.133;1;3;1;452;29
542;541;0.099;1;3;-1;537;0
542;543;0.118;1;3;-1;42;574
543;42;0.252;1;3;-1;28;43
543;539;0.065;1;3;-1;0;537
543;542;0.118;1;3;1;541;28
543;574;0.002;1;3;1;0;0
544;27;0.255;1;3;-1;21;26
544;310;0.128;1;3;1;309;21
544;450;0.257;1;3;1;451;309
544;472;0.125;1;3;-1;26;451
545;475;0.051;1;3;-1;476;474
545;546;0.207;1;3;1;0;556
545;556;0.169;1;3;1;575;0
546;545;0.207;1;3;-1;556;0
546;547;0.025;1;3;1;559;582
546;556;0.123;1;3;-1;575;545
547;546;0.025;1;3;-1;556;0
547;559;0.088;1;3;1;474;557
547;582;0.014;1;3;-1;44;0
548;54;0.19;1;3;-1;52;56
548;495;0.14;1;3;-1;497;52
548;550;0.059;1;3;1;0;0
548;569;0.094;1;3;1;0;468
549;410;0.187;1;3;-1;411;497
549;467;0.097;1;3;1;468;471
549;551;0.084;1;3;-1;0;0
550;548;0.059;1;3;-1;495;569
550;551;0.154;1;3;1;0;0
551;549;0.084;1;3;1;0;410
551;550;0.154;1;3;-1;0;0
552;528;0.109;1;3;1;527;444
553;477;0.103;1;3;1;474;478
553;554;0.119;1;3;-1;581;584
553;585;0.124;1;3;1;478;581
553;594;0.124;1;3;-1;584;0
554;30;0.126;1;3;-1;9;31
554;553;0.119;1;3;1;594;585
554;581;0.146;1;3;1;585;32
554;584;0.144;1;3;-1;31;594
555;4;0.123;1;3;-1;5;3
555;69;0.112;1;3;1;70;30
555;145;0.109;1;3;-1;3;146
555;595;0.144;1;3;1;146;70
556;545;0.169;1;3;-1;475;546
556;546;0.123;1;3;1;545;547
556;575;0.087;1;3;-1;582;583
557;558;0.297;1;3;-1;595;44
557;559;0.08;1;3;1;547;584
557;606;0.294;1;3;-1;0;0
558;44;0.129;1;3;1;0;582
558;557;0.297;1;3;1;0;606
558;560;0.32;1;3;-1;0;0
558;595;0.222;1;3;-1;70;146
559;474;0.251;1;3;1;475;477
559;547;0.088;1;3;-1;0;546
559;557;0.08;1;3;-1;0;0
559;584;0.166;1;3;1;594;31
560;558;0.32;1;3;1;44;595
561;562;0.023;1;3;-1;378;588
561;602;0.303;1;3;-1;0;0
562;378;0.058;1;3;-1;0;377
562;561;0.023;1;3;1;0;602
562;588;0.18;1;3;-1;0;0
563;342;0.059;1;3;1;341;0
568;56;0.194;1;3;-1;54;57
568;468;0.323;1;3;1;0;467
568;569;0.087;1;3;-1;468;0
568;605;0.16;1;3;1;58;607
569;468;0.331;1;3;1;0;467
569;548;0.094;1;3;-1;550;54
569;568;0.087;1;3;1;56;468
573;424;0.009;1;3;-1;0;422
573;583;0.052;1;3;-1;222;575
573;589;0.104;1;3;1;0;590
574;543;0.002;1;3;-1;542;539
575;556;0.087;1;3;1;0;546
575;582;0.09;1;3;1;0;44
575;583;0.024;1;3;-1;573;0
580;33;0.11;1;3;1;0;32
580;581;0.116;1;3;-1;32;585
580;593;0.111;1;3;-1;585;529
581;32;0.113;1;3;1;33;9
581;554;0.146;1;3;-1;30;553
581;580;0.116;1;3;1;593;33
581;585;0.115;1;3;-1;553;593
582;44;0.409;1;3;-1;558;45
582;547;0.014;1;3;1;546;0
582;575;0.09;1;3;-1;0;556
583;222;0.077;1;3;-1;0;0
583;573;0.052;1;3;1;589;0
583;575;0.024;1;3;1;556;0
584;31;0.12;1;3;-1;30;0
584;554;0.144;1;3;1;553;30
584;559;0.166;1;3;-1;557;474
584;594;0.108;1;3;1;0;553
585;478;0.059;1;3;-1;477;0
585;553;0.124;1;3;-1;554;477
585;581;0.115;1;3;1;580;554
585;593;0.131;1;3;1;529;580
588;562;0.18;1;3;1;561;378
589;573;0.104;1;3;-1;424;583
589;590;0.05;1;3;1;0;598
590;589;0.05;1;3;-1;573;0
590;591;0.122;1;3;1;0;0
590;598;0.036;1;3;-1;603;0
591;2;0.004;1;3;1;0;0
591;590;0.122;1;3;-1;598;0
591;603;0.06;1;3;-1;0;0
592;67;0.11;1;3;-1;66;68
592;103;0.116;1;3;1;102;0
592;143;0.112;1;3;1;142;102
592;599;0.122;1;3;-1;68;142
593;68;0.351;1;3;1;0;67
593;529;0.019;1;3;-1;0;0
593;580;0.111;1;3;1;0;581
593;585;0.131;1;3;-1;581;478
594;553;0.124;1;3;1;477;554
594;584;0.108;1;3;-1;554;559
595;70;0.109;1;3;1;0;69
595;146;0.111;1;3;-1;145;0
595;555;0.144;1;3;-1;69;145
595;558;0.222;1;3;1;560;557
598;590;0.036;1;3;1;589;591
598;603;0.061;1;3;1;0;0
599;68;0.109;1;3;-1;67;0
599;142;0.109;1;3;1;144;143
599;592;0.122;1;3;1;143;67
600;25;0.277;1;3;1;37;23
601;404;0.233;1;3;-1;0;0
602;561;0.303;1;3;1;562;0
603;591;0.06;1;3;1;0;0
603;598;0.061;1;3;-1;0;590
604;23;0.495;1;3;-1;0;0
604;522;0.082;1;3;1;55;521
605;58;0.196;1;3;1;57;59
605;568;0.16;1;3;-1;468;56
605;607;0.079;1;3;-1;0;0
606;557;0.294;1;3;1;558;0
607;605;0.079;1;3;1;568;0
608;446;0.5;1;3;-1;0;0
609;278;0.5;1;3;1;0;0
610;186;0.5;1;3;1;0;172
